Event	Astro_ependymal	Cerebellum	Cholinergic_monoaminergic	Cortex_hippocampus_thalamus	Cortex_hippocampus	di_mesencephalon_1	di_mesencephalon_2	Ensheathing_satelliteGlia	Granule_neurons	Hindbrain	Immune	Medium_spiny_neurons	Neuroblasts_1	Neuroblasts_2	Olfactory_bulb	Oligo_dendrocyte	Peptidergic	Spinal_cord_1	Spinal_cord_2	Vascular
Cnpy1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E330013P04Rik	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nkx2-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Gbx1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
Tac2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vgf	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Ddc	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Top2a	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Pax8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Gldc	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plk5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prkcd	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P2ry12	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Tnfrsf13c	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Otx2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Scgn	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Vstm2b	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tnnt3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
E130114P18Rik	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cbln1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Frzb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Abi3bp	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Galnt14	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Pde11a	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Tbx20	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mlf1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chrna2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Vtn	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Npnt	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ap1s2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Hlf	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prx	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Npff	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tlx3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Hap1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Tmem2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Hoxc9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Gpr34	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Ndnf	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nos1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccl3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Cd83	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Angpt1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Vwc2l	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Birc2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Fam92b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Aldh3b2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Degs2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Ptgds	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Cdkn1c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Pkd1l2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Trp53i11	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rsph1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kcng4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Myh8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpr101	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wfs1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lhfpl5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Fam216b	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbln2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Ppp1r1b	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Asb4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
Pthlh	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rgs14	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Npy	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gbx2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nyap2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Ovol2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mfge8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Afp	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myh11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rspo1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Dapl1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Dlk1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Pde1a	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13629	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trh	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Cpne8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Prss56	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Mreg	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Cdh7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpc3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cabp7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kl	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hoxa7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Cd93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Eomes	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Tfap2d	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem119	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Cox4i2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Crhbp	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pak4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Syt2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Prlr	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Foxp2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Htr2c	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hapln1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arhgap6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Tcerg1l	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ntsr1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Esrrg	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Tubb2b	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Tmem212	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc47a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Evx1os	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mfap4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Gm2115	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tshz2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm26673	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Sphkap	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem132d	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Igfbp4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hcn1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Pdgfra	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Tmem130	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Cfap126	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spint1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Nptxr	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cbln2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chrnb3	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Pgam2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Gpr6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Prss12	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dkk3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Isl1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Tmem88b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Ankrd34b	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Gabra6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A330102I10Rik	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Aldh1a2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Hopx	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prkcg	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clu	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gnb3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Gpx2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Hcrt	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adarb2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dbpht2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrpprc	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Neurod6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lancl3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rerg	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Mgst1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Slc1a6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tunar	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Hoxc4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gabre	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Ly6c1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Fev	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hs3st4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Emid1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Gm14964	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rasl10a	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Mrc1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Myoc	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acta2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Kcnab3	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
Gnrh1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Ms4a15	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
A2m	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp239	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anln	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Doc2a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Sln	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Sgpp2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Pgr	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Necab1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sspo	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pax5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Shisa8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Pdcd4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Lypd2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Fat2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Lamp5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Irs4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Caprin2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Rxfp1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flt1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rims4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Crh	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Pde4d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Ubash3b	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc16a11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Krt73	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam181b	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rmst	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Rinl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Rprm	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mrap2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
H2-DMb2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Thrsp	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vip	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nrtn	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm11744	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nwd2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tpd52l1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Doc2g	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Nppa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Gpr17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Sema3a	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Ptpn3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem91	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Inpp5j	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
5330429C05Rik	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem108	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Six6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Erbb4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nov	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gda	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klk6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Ppp1r14a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Cpne9	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Lmo1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Nfatc2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Fign	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igfbpl1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Galnt9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tal1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Vsig8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Ly6d	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Fam84a	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atp2a3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ptchd2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hoxb7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Casp8	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Unc13c	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
Fam107a	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smim22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Dynlrb2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tcf7l2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdk1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Sema3g	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Ccl24	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Gm11549	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc6a3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lgi2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Evx1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ngb	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Glra1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0
Nhlh2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Phox2b	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm2990	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hrk	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kcng1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rxrg	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Apln	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Oxt	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Gprasp2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam180a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Dock5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Ramp3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C130074G19Rik	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trim54	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Synpr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Snx33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
P2ry1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Sema4d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Gm5741	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AF529169	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
2210011C24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Ms4a7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Dmbx1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Igfbp2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tcap	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Mab21l2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Tagln	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Tiam1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nkx6-1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Syndig1l	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Tmem72	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Nppc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Hoxc5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Tmem114	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Mns1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lmx1a	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Synpo2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rgs5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Gad2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Sulf1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plch1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
4921539H07Rik	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dgkk	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Spdef	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Inadl	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Rras2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Cplx3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Npw	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam19a2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defa24	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Col19a1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gad1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-231J2.1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ecscr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
2700046A07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Prrxl1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Pf4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Pcsk1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Pax2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
